"fileName","thumb_y","thumb_x","thumb_z","finger_y","finger_x","finger_z"
"BIGKAT _ C14 _ Right _ 4",20.1281985302641,-5.66923031707597,1316.85589190751,25.0326352867138,8.20484826525306,1327.52457207483
"BIGKAT _ C14 _ Right _ 4",20.115515855146,-5.66942470405198,1316.87593785232,25.0323015201344,8.20828490989079,1327.53920934611
"BIGKAT _ C14 _ Right _ 4",20.1109923971662,-5.67731117713292,1316.88327919949,25.0315203916995,8.20886405645956,1327.54216199326
"BIGKAT _ C14 _ Right _ 4",20.121160263575,-5.69445280655306,1316.86760481887,25.0301015577673,8.20507848936599,1327.52523455587
"BIGKAT _ C14 _ Right _ 4",20.151666775636,-5.72044855901465,1316.81998854844,25.0278137971829,8.196173787825,1327.48158642419
"BIGKAT _ C14 _ Right _ 4",20.2054882290389,-5.75231212203215,1316.73577146371,25.0243629172257,8.18276029886036,1327.40782912759
"BIGKAT _ C14 _ Right _ 4",20.2813532507514,-5.78444652792064,1316.61718141387,25.0193640460756,8.16725964274947,1327.3056585375
"BIGKAT _ C14 _ Right _ 4",20.3729535858012,-5.80945796436706,1316.47480210732,25.0123348260077,8.15395315141209,1327.18228226805
"BIGKAT _ C14 _ Right _ 4",20.4694078652321,-5.8198220988788,1316.32716756111,25.0027647659713,8.14841877792685,1327.04912503421
"BIGKAT _ C14 _ Right _ 4",20.5570814925799,-5.81005850075712,1316.19825443949,24.9903158107765,8.15626192675626,1326.91891339782
"BIGKAT _ C14 _ Right _ 4",20.622393997945,-5.77872280746578,1316.11321851538,24.9751248125105,8.1813062746125,1326.8020888107
"BIGKAT _ C14 _ Right _ 4",20.6549257423586,-5.72941173920517,1316.09309403783,24.9580490416551,8.22377189371582,1326.70405389754
"BIGKAT _ C14 _ Right _ 4",20.6500815824548,-5.67022561709331,1316.14942683394,24.9406725948491,8.27921054257014,1326.6245051603
"BIGKAT _ C14 _ Right _ 4",20.6106564319948,-5.61167386448654,1316.28013729362,24.9250260183325,8.33881684738873,1326.55910656699
"BIGKAT _ C14 _ Right _ 4",20.5467835390631,-5.56361652574558,1316.46807953449,24.9131179936274,8.39118450495811,1326.50264357463
"BIGKAT _ C14 _ Right _ 4",20.4740182911795,-5.53224510003055,1316.68333622764,24.9064190577212,8.42497915835922,1326.45215479734
"BIGKAT _ C14 _ Right _ 4",20.409792273684,-5.51812371734265,1316.88920463348,24.9054209366465,8.4317115407305,1326.40856798819
"BIGKAT _ C14 _ Right _ 4",20.3690636692048,-5.51593195865734,1317.0504642349,24.9093883813565,8.40786252183872,1326.37603573272
"BIGKAT _ C14 _ Right _ 4",20.3604476149328,-5.51596451801584,1317.14144634089,24.9164102407557,8.35586192728947,1326.35928770009
"BIGKAT _ C14 _ Right _ 4",20.3841415371504,-5.50689043866818,1317.15126639002,24.9238097766952,8.28371443858762,1326.3603953471
"BIGKAT _ C14 _ Right _ 4",20.4324105117762,-5.47893063890161,1317.08462732486,24.928878532739,8.2033623332015,1326.37670333964
"BIGKAT _ C14 _ Right _ 4",20.4924422148284,-5.4265556254128,1316.95843706419,24.9297553838806,8.12815246486783,1326.40103428797
"BIGKAT _ C14 _ Right _ 4",20.5504808313871,-5.35000620293326,1316.79608332061,24.9261299715082,8.06997302638261,1326.42407597492
"BIGKAT _ C14 _ Right _ 4",20.5957585654466,-5.25530730019593,1316.6216694691,24.9194259719221,8.03670610290606,1326.43786541611
"BIGKAT _ C14 _ Right _ 4",20.6229995658738,-5.15287316871127,1316.45578142099,24.9123058556123,8.03061200411613,1326.43888317087
"BIGKAT _ C14 _ Right _ 4",20.6329294765272,-5.05514883951113,1316.31319079365,24.9076532967024,8.04810767566958,1326.42946191084
"BIGKAT _ C14 _ Right _ 4",20.6309129397964,-4.97387617522756,1316.20212679643,24.907431121174,8.08108830022323,1326.41690653089
"BIGKAT _ C14 _ Right _ 4",20.6243491394372,-4.91753172829881,1316.12463528482,24.9118699864078,8.11949348646883,1326.41071982231
"BIGKAT _ C14 _ Right _ 4",20.6197543945152,-4.88937822522661,1316.07775556675,24.9193311821559,8.15436897091515,1326.41916520018
"BIGKAT _ C14 _ Right _ 4",20.6205413486407,-4.88649780802576,1316.05528308074,24.9269220880095,8.18043379246294,1326.44659494002
"BIGKAT _ C14 _ Right _ 4",20.6262702345459,-4.9001394710257,1316.0496965755,24.9315802722288,8.19730177138743,1326.49246152632
"BIGKAT _ C14 _ Right _ 4",20.6335522255205,-4.91759217475837,1316.05380075545,24.9311119748458,8.20899696439234,1326.55206970398
"BIGKAT _ C14 _ Right _ 4",20.6380628726845,-4.925420380675,1316.06185546256,24.9247926268988,8.22202677883864,1326.61836759502
"BIGKAT _ C14 _ Right _ 4",20.6367105575524,-4.91331854778017,1316.07005342104,24.913482952098,8.24276279661211,1326.68376925192
"BIGKAT _ C14 _ Right _ 4",20.6291360615131,-4.87740814748379,1316.07609338075,24.8994371874653,8.27502866471533,1326.74127889675
"BIGKAT _ C14 _ Right _ 4",20.6182081367562,-4.82185764189486,1316.07772477067,24.8859545932492,8.31859641684904,1326.78480237173
"BIGKAT _ C14 _ Right _ 4",20.6096125837819,-4.75825170609155,1316.07075647467,24.8769056413925,8.3689218588387,1326.80904287971
"BIGKAT _ C14 _ Right _ 4",20.6107537947998,-4.70287306394178,1316.0477063189,24.8761035885917,8.41807764896111,1326.80953693728
"BIGKAT _ C14 _ Right _ 4",20.6291173262349,-4.67266645884792,1315.99835463653,24.8865207209815,8.45654915764101,1326.78321800822
"BIGKAT _ C14 _ Right _ 4",20.6702651334466,-4.68095801951555,1315.9127159693,24.9094392307808,8.4754051931497,1326.72953749753
"BIGKAT _ C14 _ Right _ 4",20.7358255746837,-4.73399372952097,1315.78575387535,24.9437419563576,8.46837050169398,1326.65177027284
"BIGKAT _ C14 _ Right _ 4",20.8220303014136,-4.82910702366728,1315.62215463547,24.9856402400508,8.43342985607584,1326.55781633026
"BIGKAT _ C14 _ Right _ 4",20.9193840089,-4.9549126042394,1315.43900170075,25.0291450005719,8.37367191833576,1326.45971047581
"BIGKAT _ C14 _ Right _ 4",21.0138894873933,-5.09346521846666,1315.26439348778,25.0674467174435,8.29712175523483,1326.37130361584
"BIGKAT _ C14 _ Right _ 4",21.0898630927093,-5.22393541344818,1315.13118843469,25.0950338191218,8.21541058741149,1326.30428136518
"BIGKAT _ C14 _ Right _ 4",21.1337604183629,-5.32705325146732,1315.06725045228,25.1099006680096,8.14138892560172,1326.26372936529
"BIGKAT _ C14 _ Right _ 4",21.1378303423184,-5.38932300073361,1315.085853858,25.1148323212802,8.08617598873945,1326.24530302095
"BIGKAT _ C14 _ Right _ 4",21.102308928978,-5.40593404468477,1315.18047923778,25.1168839195769,8.05646004753917,1326.23590072055
