"fileName","thumb_y","thumb_x","thumb_z","finger_y","finger_x","finger_z"
"OPTOTRAK _ C12 _ Right _ 1",268.956196667581,-178.272498529581,-2350.32431050575,274.708684558267,-172.267050382553,-2361.66804160857
"OPTOTRAK _ C12 _ Right _ 1",269.039141027326,-178.28505389683,-2350.37222563135,274.793171894842,-172.282686463973,-2361.69793999216
"OPTOTRAK _ C12 _ Right _ 1",269.139061646777,-178.302487948112,-2350.42829922899,274.896173232185,-172.30311465284,-2361.73228158275
"OPTOTRAK _ C12 _ Right _ 1",269.248611267027,-178.32464921894,-2350.48831362355,275.010966690103,-172.327359612394,-2361.76844096464
"OPTOTRAK _ C12 _ Right _ 1",269.358739709637,-178.350917033638,-2350.54774977293,275.129055381987,-172.353913237561,-2361.80392863397
"OPTOTRAK _ C12 _ Right _ 1",269.460372174622,-178.380224536494,-2350.60283002873,275.241719020953,-172.380940490081,-2361.83709634899
"OPTOTRAK _ C12 _ Right _ 1",269.546109697151,-178.411084658487,-2350.65130656537,275.341613167355,-172.406469280067,-2361.86753783131
"OPTOTRAK _ C12 _ Right _ 1",269.61154651924,-178.441625601893,-2350.69273319462,275.424031710423,-172.428533220484,-2361.8960028673
"OPTOTRAK _ C12 _ Right _ 1",269.655895220497,-178.469679581507,-2350.72814831174,275.487518968577,-172.44530568624,-2361.92385189077
"OPTOTRAK _ C12 _ Right _ 1",269.681786458088,-178.492975026345,-2350.75931423379,275.533688161668,-172.455285370244,-2361.95227861761
"OPTOTRAK _ C12 _ Right _ 1",269.694334512133,-178.50944636442,-2350.78781684698,275.566346333383,-172.457546991872,-2361.98162002489
"OPTOTRAK _ C12 _ Right _ 1",269.699766264513,-178.517618450932,-2350.81437558689,275.590251098591,-172.451998531557,-2362.0110287684
"OPTOTRAK _ C12 _ Right _ 1",269.704017553605,-178.516978295398,-2350.83862999766,275.609921682113,-172.439545841452,-2362.03863700147
"OPTOTRAK _ C12 _ Right _ 1",269.711662827285,-178.508231076434,-2350.8594741117,275.62884690441,-172.422079402296,-2362.06215208822
"OPTOTRAK _ C12 _ Right _ 1",269.725389753791,-178.493347723696,-2350.8757750151,275.649229089901,-172.402249606914,-2362.07966271736
"OPTOTRAK _ C12 _ Right _ 1",269.746035163896,-178.475345327652,-2350.88714628213,275.672186594316,-172.383056600448,-2362.09035828785
"OPTOTRAK _ C12 _ Right _ 1",269.773031946139,-178.457801916552,-2350.8944289836,275.698194830032,-172.367329682224,-2362.09489760549
"OPTOTRAK _ C12 _ Right _ 1",269.805018374635,-178.444185543132,-2350.89965697211,275.727500021938,-172.357205225616,-2362.09528132551
"OPTOTRAK _ C12 _ Right _ 1",269.840351831295,-178.437147735446,-2350.90548134977,275.760282026721,-172.353728682576,-2362.09424259544
"OPTOTRAK _ C12 _ Right _ 1",269.877353182874,-178.437962958803,-2350.91423226579,275.796464321414,-172.356694633609,-2362.09433486894
"OPTOTRAK _ C12 _ Right _ 1",269.914262034541,-178.446272709054,-2350.92695309909,275.83525225183,-172.364785633745,-2362.09702440212
"OPTOTRAK _ C12 _ Right _ 1",269.949043099643,-178.460218279892,-2350.9427972661,275.874659192644,-172.375981672207,-2362.10213023444
"OPTOTRAK _ C12 _ Right _ 1",269.979269332598,-178.476939776414,-2350.95908188245,275.911349238758,-172.388124013281,-2362.10785676316
"OPTOTRAK _ C12 _ Right _ 1",270.002268362603,-178.493312701641,-2350.97205613995,275.941016622017,-172.399473379295,-2362.11145675942
"OPTOTRAK _ C12 _ Right _ 1",270.0155706156,-178.506723637749,-2350.97815945321,275.959276309029,-172.409116929313,-2362.11032320742
